Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 48.00, media: 48.05 e DP: 29.81
Reg 2 - Cid 77: menor: 0, maior: 100, mediana: 49.00, media: 49.16 e DP: 29.48
Reg 2 - Cid 78: menor: 0, maior: 100, mediana: 48.00, media: 49.19 e DP: 29.43
Reg 2 - Cid 79: menor: 0, maior: 100, mediana: 52.00, media: 50.41 e DP: 29.41
Reg 2 - Cid 80: menor: 0, maior: 100, mediana: 47.50, media: 48.87 e DP: 29.39
Reg 2 - Cid 81: menor: 0, maior: 100, mediana: 49.00, media: 49.74 e DP: 29.04
Reg 2 - Cid 82: menor: 0, maior: 100, mediana: 51.00, media: 50.59 e DP: 29.46
Reg 2 - Cid 83: menor: 0, maior: 100, mediana: 50.00, media: 50.18 e DP: 29.62
Reg 2 - Cid 84: menor: 0, maior: 100, mediana: 50.00, media: 50.09 e DP: 29.05
Reg 2 - Cid 85: menor: 0, maior: 100, mediana: 51.00, media: 50.07 e DP: 29.08
Reg 2 - Cid 86: menor: 0, maior: 100, mediana: 50.00, media: 49.95 e DP: 29.23
Reg 2 - Cid 87: menor: 0, maior: 100, mediana: 51.00, media: 51.99 e DP: 29.68
Reg 2 - Cid 88: menor: 0, maior: 100, mediana: 46.50, media: 48.52 e DP: 29.39
Reg 2 - Cid 89: menor: 0, maior: 100, mediana: 52.00, media: 51.42 e DP: 29.11
Reg 2 - Cid 90: menor: 0, maior: 100, mediana: 50.00, media: 50.53 e DP: 29.64
Reg 2 - Cid 91: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 29.68
Reg 2 - Cid 92: menor: 0, maior: 100, mediana: 49.00, media: 49.48 e DP: 29.22
Reg 2 - Cid 93: menor: 0, maior: 100, mediana: 53.00, media: 52.08 e DP: 29.38
Reg 2 - Cid 94: menor: 0, maior: 100, mediana: 51.00, media: 49.99 e DP: 28.81
Reg 2 - Cid 95: menor: 0, maior: 100, mediana: 51.00, media: 50.38 e DP: 29.45
Reg 2 - Cid 96: menor: 0, maior: 100, mediana: 50.00, media: 49.68 e DP: 29.24
Reg 2 - Cid 97: menor: 0, maior: 100, mediana: 49.00, media: 50.41 e DP: 29.41
Reg 2 - Cid 98: menor: 0, maior: 100, mediana: 47.00, media: 48.55 e DP: 28.58
Reg 2 - Cid 99: menor: 0, maior: 100, mediana: 51.00, media: 51.03 e DP: 27.98
Reg 2 - Cid 100: menor: 0, maior: 100, mediana: 51.00, media: 49.35 e DP: 29.18
Reg 3 - Cid 0: menor: 0, maior: 100, mediana: 47.00, media: 47.90 e DP: 28.67
Reg 3 - Cid 1: menor: 0, maior: 100, mediana: 49.00, media: 48.89 e DP: 29.42
Reg 3 - Cid 2: menor: 0, maior: 100, mediana: 49.00, media: 49.22 e DP: 28.95
Reg 3 - Cid 3: menor: 0, maior: 100, mediana: 49.00, media: 48.64 e DP: 28.80
Reg 3 - Cid 4: menor: 0, maior: 100, mediana: 47.00, media: 48.17 e DP: 29.08
Reg 3 - Cid 5: menor: 0, maior: 100, mediana: 50.00, media: 49.73 e DP: 29.34
Reg 3 - Cid 6: menor: 0, maior: 100, mediana: 49.00, media: 48.34 e DP: 29.51
Reg 3 - Cid 7: menor: 0, maior: 100, mediana: 51.00, media: 50.81 e DP: 29.45
Reg 3 - Cid 8: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 29.51
Reg 3 - Cid 9: menor: 0, maior: 100, mediana: 52.00, media: 51.69 e DP: 29.14
Reg 3 - Cid 10: menor: 0, maior: 100, mediana: 46.00, media: 47.94 e DP: 28.59
Reg 3 - Cid 11: menor: 0, maior: 100, mediana: 49.00, media: 49.39 e DP: 29.55
Reg 3 - Cid 12: menor: 0, maior: 100, mediana: 49.00, media: 49.21 e DP: 29.27
Reg 3 - Cid 13: menor: 0, maior: 100, mediana: 50.00, media: 50.08 e DP: 29.45
Reg 3 - Cid 14: menor: 0, maior: 100, mediana: 49.00, media: 49.28 e DP: 29.38
Reg 3 - Cid 15: menor: 0, maior: 100, mediana: 50.00, media: 49.72 e DP: 29.03
Reg 3 - Cid 16: menor: 0, maior: 100, mediana: 50.00, media: 49.12 e DP: 28.82
Reg 3 - Cid 17: menor: 0, maior: 100, mediana: 51.00, media: 50.38 e DP: 29.45
Reg 3 - Cid 18: menor: 0, maior: 100, mediana: 51.00, media: 50.59 e DP: 29.39
Reg 3 - Cid 19: menor: 0, maior: 100, mediana: 48.50, media: 49.65 e DP: 28.40
Reg 3 - Cid 20: menor: 0, maior: 100, mediana: 51.00, media: 49.90 e DP: 29.22
Reg 3 - Cid 21: menor: 0, maior: 100, mediana: 51.00, media: 50.63 e DP: 29.23
Reg 3 - Cid 22: menor: 0, maior: 100, mediana: 51.00, media: 50.86 e DP: 29.24
Reg 3 - Cid 23: menor: 0, maior: 100, mediana: 53.00, media: 51.78 e DP: 28.78
Reg 3 - Cid 24: menor: 0, maior: 100, mediana: 49.00, media: 49.68 e DP: 29.69
Reg 3 - Cid 25: menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 29.56
Reg 3 - Cid 26: menor: 0, maior: 100, mediana: 51.00, media: 51.54 e DP: 29.35
Reg 3 - Cid 27: menor: 0, maior: 100, mediana: 50.00, media: 50.45 e DP: 29.37
Reg 3 - Cid 28: menor: 0, maior: 100, mediana: 49.00, media: 49.54 e DP: 29.26
Reg 3 - Cid 29: menor: 0, maior: 100, mediana: 50.00, media: 49.63 e DP: 29.21
Reg 3 - Cid 30: menor: 0, maior: 100, mediana: 51.00, media: 50.94 e DP: 28.86
Reg 3 - Cid 31: menor: 0, maior: 100, mediana: 50.00, media: 49.17 e DP: 29.01
Reg 3 - Cid 32: menor: 0, maior: 100, mediana: 52.00, media: 51.36 e DP: 28.99
Reg 3 - Cid 33: menor: 0, maior: 100, mediana: 52.00, media: 51.62 e DP: 28.86
Reg 3 - Cid 34: menor: 0, maior: 100, mediana: 51.00, media: 50.34 e DP: 29.67
Reg 3 - Cid 35: menor: 0, maior: 100, mediana: 49.00, media: 49.67 e DP: 29.16
Reg 3 - Cid 36: menor: 0, maior: 100, mediana: 52.00, media: 50.60 e DP: 29.30
Reg 3 - Cid 37: menor: 0, maior: 100, mediana: 48.00, media: 49.48 e DP: 28.84
Reg 3 - Cid 38: menor: 0, maior: 100, mediana: 50.00, media: 49.87 e DP: 29.39
Reg 3 - Cid 39: menor: 0, maior: 100, mediana: 50.00, media: 49.51 e DP: 29.39
Reg 3 - Cid 40: menor: 0, maior: 100, mediana: 51.50, media: 51.38 e DP: 29.05
Reg 3 - Cid 41: menor: 0, maior: 100, mediana: 50.00, media: 50.22 e DP: 28.78
Reg 3 - Cid 42: menor: 0, maior: 100, mediana: 48.00, media: 49.66 e DP: 29.50
Reg 3 - Cid 43: menor: 0, maior: 100, mediana: 51.00, media: 50.72 e DP: 29.86
Reg 3 - Cid 44: menor: 0, maior: 100, mediana: 51.00, media: 51.20 e DP: 28.73
Reg 3 - Cid 45: menor: 0, maior: 100, mediana: 49.00, media: 49.46 e DP: 29.02
Reg 3 - Cid 46: menor: 0, maior: 100, mediana: 50.00, media: 50.34 e DP: 29.16
Reg 3 - Cid 47: menor: 0, maior: 100, mediana: 50.00, media: 50.33 e DP: 29.94
Reg 3 - Cid 48: menor: 0, maior: 100, mediana: 49.50, media: 50.31 e DP: 29.27
Reg 3 - Cid 49: menor: 0, maior: 100, mediana: 49.00, media: 49.85 e DP: 28.86
Reg 3 - Cid 50: menor: 0, maior: 100, mediana: 51.00, media: 50.14 e DP: 29.15
Reg 3 - Cid 51: menor: 0, maior: 100, mediana: 49.00, media: 50.23 e DP: 28.81
Reg 3 - Cid 52: menor: 0, maior: 100, mediana: 50.50, media: 50.08 e DP: 29.73
Reg 3 - Cid 53: menor: 0, maior: 100, mediana: 50.00, media: 50.15 e DP: 29.29
Reg 3 - Cid 54: menor: 0, maior: 100, mediana: 50.00, media: 49.86 e DP: 29.20
Reg 3 - Cid 55: menor: 0, maior: 100, mediana: 51.00, media: 50.96 e DP: 29.02
Reg 3 - Cid 56: menor: 0, maior: 100, mediana: 48.00, media: 49.06 e DP: 29.09
Reg 3 - Cid 57: menor: 0, maior: 100, mediana: 50.00, media: 50.61 e DP: 28.51
Reg 3 - Cid 58: menor: 0, maior: 100, mediana: 53.00, media: 51.64 e DP: 30.49
Reg 3 - Cid 59: menor: 0, maior: 100, mediana: 52.00, media: 50.55 e DP: 28.81
Reg 3 - Cid 60: menor: 0, maior: 100, mediana: 49.00, media: 49.56 e DP: 29.37
Reg 3 - Cid 61: menor: 0, maior: 100, mediana: 51.00, media: 50.01 e DP: 29.33
Reg 3 - Cid 62: menor: 0, maior: 100, mediana: 46.00, media: 47.90 e DP: 29.85
Reg 3 - Cid 63: menor: 0, maior: 100, mediana: 52.00, media: 51.28 e DP: 28.73
Reg 3 - Cid 64: menor: 0, maior: 100, mediana: 50.00, media: 50.04 e DP: 28.70
Reg 3 - Cid 65: menor: 0, maior: 100, mediana: 50.00, media: 50.55 e DP: 29.52
Reg 3 - Cid 66: menor: 0, maior: 100, mediana: 50.00, media: 50.22 e DP: 28.60
Reg 3 - Cid 67: menor: 0, maior: 100, mediana: 50.50, media: 50.06 e DP: 29.93
Reg 3 - Cid 68: menor: 0, maior: 100, mediana: 50.00, media: 50.44 e DP: 29.20
Reg 3 - Cid 69: menor: 0, maior: 100, mediana: 52.00, media: 51.03 e DP: 29.13
Reg 3 - Cid 70: menor: 0, maior: 100, mediana: 49.00, media: 49.15 e DP: 28.93
Reg 3 - Cid 71: menor: 0, maior: 100, mediana: 48.00, media: 48.93 e DP: 29.03
Reg 3 - Cid 72: menor: 0, maior: 100, mediana: 51.00, media: 50.71 e DP: 29.20
Reg 3 - Cid 73: menor: 0, maior: 100, mediana: 50.00, media: 49.32 e DP: 29.10
Reg 3 - Cid 74: menor: 0, maior: 100, mediana: 50.50, media: 50.16 e DP: 29.22
Reg 3 - Cid 75: menor: 0, maior: 100, mediana: 52.00, media: 51.28 e DP: 29.05
Reg 3 - Cid 76: menor: 0, maior: 100, mediana: 52.00, media: 50.52 e DP: 29.61
Reg 3 - Cid 77: menor: 0, maior: 100, mediana: 49.00, media: 48.77 e DP: 28.68
Reg 3 - Cid 78: menor: 0, maior: 100, mediana: 48.00, media: 48.40 e DP: 29.37
Reg 3 - Cid 79: menor: 0, maior: 100, mediana: 50.00, media: 49.09 e DP: 29.65
Reg 3 - Cid 80: menor: 0, maior: 100, mediana: 51.00, media: 51.66 e DP: 28.51
Reg 3 - Cid 81: menor: 0, maior: 100, mediana: 53.00, media: 50.98 e DP: 29.08
Reg 3 - Cid 82: menor: 0, maior: 100, mediana: 51.00, media: 50.49 e DP: 30.43
Reg 3 - Cid 83: menor: 0, maior: 100, mediana: 48.50, media: 48.67 e DP: 29.30
Reg 3 - Cid 84: menor: 0, maior: 100, mediana: 49.50, media: 49.80 e DP: 28.85
Reg 3 - Cid 85: menor: 0, maior: 100, mediana: 46.50, media: 48.30 e DP: 29.52
Reg 3 - Cid 86: menor: 0, maior: 100, mediana: 50.00, media: 49.77 e DP: 29.71
Reg 3 - Cid 87: menor: 0, maior: 100, mediana: 50.00, media: 50.06 e DP: 29.08
Reg 3 - Cid 88: menor: 0, maior: 100, mediana: 48.00, media: 48.87 e DP: 29.12
Reg 3 - Cid 89: menor: 0, maior: 100, mediana: 51.00, media: 50.68 e DP: 29.28
Reg 3 - Cid 90: menor: 0, maior: 100, mediana: 50.00, media: 49.48 e DP: 29.05
Reg 3 - Cid 91: menor: 0, maior: 100, mediana: 49.00, media: 48.74 e DP: 28.83
Reg 3 - Cid 92: menor: 0, maior: 100, mediana: 52.00, media: 50.48 e DP: 29.10
Reg 3 - Cid 93: menor: 0, maior: 100, mediana: 50.00, media: 50.15 e DP: 28.68
Reg 3 - Cid 94: menor: 0, maior: 100, mediana: 49.00, media: 49.49 e DP: 28.97
Reg 3 - Cid 95: menor: 0, maior: 100, mediana: 48.00, media: 48.68 e DP: 28.75
Reg 3 - Cid 96: menor: 0, maior: 100, mediana: 49.50, media: 50.11 e DP: 29.26
Reg 3 - Cid 97: menor: 0, maior: 100, mediana: 51.00, media: 50.83 e DP: 29.08
Reg 3 - Cid 98: menor: 0, maior: 100, mediana: 51.50, media: 51.32 e DP: 29.58
Reg 3 - Cid 99: menor: 0, maior: 100, mediana: 48.50, media: 49.69 e DP: 28.29
Reg 3 - Cid 100: menor: 0, maior: 100, mediana: 51.00, media: 50.95 e DP: 28.33
Reg 4 - Cid 0: menor: 0, maior: 100, mediana: 50.00, media: 49.62 e DP: 29.27
Reg 4 - Cid 1: menor: 0, maior: 100, mediana: 48.00, media: 50.41 e DP: 29.54
Reg 4 - Cid 2: menor: 0, maior: 100, mediana: 52.00, media: 50.45 e DP: 29.47
Reg 4 - Cid 3: menor: 0, maior: 100, mediana: 51.00, media: 50.12 e DP: 28.66
Reg 4 - Cid 4: menor: 0, maior: 100, mediana: 51.00, media: 51.34 e DP: 28.84
Reg 4 - Cid 5: menor: 0, maior: 100, mediana: 52.00, media: 50.57 e DP: 29.80
Reg 4 - Cid 6: menor: 0, maior: 100, mediana: 47.00, media: 49.19 e DP: 29.90
Reg 4 - Cid 7: menor: 0, maior: 100, mediana: 50.00, media: 50.08 e DP: 29.95
Reg 4 - Cid 8: menor: 0, maior: 100, mediana: 50.00, media: 49.52 e DP: 29.29
Reg 4 - Cid 9: menor: 0, maior: 100, mediana: 49.00, media: 50.02 e DP: 28.93
Reg 4 - Cid 10: menor: 0, maior: 100, mediana: 50.00, media: 50.24 e DP: 29.54
Reg 4 - Cid 11: menor: 0, maior: 100, mediana: 51.00, media: 49.70 e DP: 28.32
Reg 4 - Cid 12: menor: 0, maior: 100, mediana: 49.00, media: 50.19 e DP: 28.77
Reg 4 - Cid 13: menor: 0, maior: 100, mediana: 49.00, media: 49.66 e DP: 29.52
Reg 4 - Cid 14: menor: 0, maior: 100, mediana: 47.50, media: 48.78 e DP: 29.39
Reg 4 - Cid 15: menor: 0, maior: 100, mediana: 51.00, media: 50.51 e DP: 29.48
Reg 4 - Cid 16: menor: 0, maior: 100, mediana: 52.00, media: 51.56 e DP: 28.92
Reg 4 - Cid 17: menor: 0, maior: 100, mediana: 51.00, media: 50.71 e DP: 29.06
Reg 4 - Cid 18: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 28.52
Reg 4 - Cid 19: menor: 0, maior: 100, mediana: 48.00, media: 48.88 e DP: 29.69
Reg 4 - Cid 20: menor: 0, maior: 100, mediana: 50.50, media: 50.58 e DP: 29.98
Reg 4 - Cid 21: menor: 0, maior: 100, mediana: 49.50, media: 48.87 e DP: 29.69
Reg 4 - Cid 22: menor: 0, maior: 100, mediana: 49.00, media: 49.48 e DP: 29.55
Reg 4 - Cid 23: menor: 0, maior: 100, mediana: 49.00, media: 48.40 e DP: 29.26
Reg 4 - Cid 24: menor: 0, maior: 100, mediana: 52.00, media: 51.18 e DP: 29.85
Reg 4 - Cid 25: menor: 0, maior: 100, mediana: 53.00, media: 51.64 e DP: 29.06
Reg 4 - Cid 26: menor: 0, maior: 100, mediana: 49.00, media: 49.59 e DP: 29.42
Reg 4 - Cid 27: menor: 0, maior: 100, mediana: 48.00, media: 48.80 e DP: 29.04
Reg 4 - Cid 28: menor: 0, maior: 100, mediana: 49.00, media: 49.99 e DP: 29.24
Reg 4 - Cid 29: menor: 0, maior: 100, mediana: 52.00, media: 51.23 e DP: 28.54
Reg 4 - Cid 30: menor: 0, maior: 100, mediana: 48.00, media: 48.69 e DP: 29.01
Reg 4 - Cid 31: menor: 0, maior: 100, mediana: 53.00, media: 51.15 e DP: 28.88
Reg 4 - Cid 32: menor: 0, maior: 100, mediana: 52.00, media: 50.64 e DP: 29.94
Reg 4 - Cid 33: menor: 0, maior: 100, mediana: 50.00, media: 50.55 e DP: 29.19
Reg 4 - Cid 34: menor: 0, maior: 100, mediana: 48.00, media: 48.43 e DP: 29.41
Reg 4 - Cid 35: menor: 0, maior: 100, mediana: 48.00, media: 49.11 e DP: 28.62
Reg 4 - Cid 36: menor: 0, maior: 100, mediana: 49.00, media: 49.83 e DP: 29.55
Reg 4 - Cid 37: menor: 0, maior: 100, mediana: 51.00, media: 50.39 e DP: 29.18
Reg 4 - Cid 38: menor: 0, maior: 100, mediana: 48.00, media: 49.47 e DP: 28.97
Reg 4 - Cid 39: menor: 0, maior: 100, mediana: 48.00, media: 49.19 e DP: 29.43
Reg 4 - Cid 40: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 29.19
Reg 4 - Cid 41: menor: 0, maior: 100, mediana: 49.00, media: 48.99 e DP: 29.08
Reg 4 - Cid 42: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 29.15
Reg 4 - Cid 43: menor: 0, maior: 100, mediana: 50.00, media: 50.28 e DP: 28.78
Reg 4 - Cid 44: menor: 0, maior: 100, mediana: 52.00, media: 50.53 e DP: 29.39
Reg 4 - Cid 45: menor: 0, maior: 100, mediana: 50.00, media: 50.31 e DP: 28.94
Reg 4 - Cid 46: menor: 0, maior: 100, mediana: 51.00, media: 49.95 e DP: 29.46
Reg 4 - Cid 47: menor: 0, maior: 100, mediana: 52.00, media: 51.11 e DP: 29.25
Reg 4 - Cid 48: menor: 0, maior: 100, mediana: 49.00, media: 49.14 e DP: 29.18
Reg 4 - Cid 49: menor: 0, maior: 100, mediana: 50.00, media: 49.88 e DP: 29.36
Reg 4 - Cid 50: menor: 0, maior: 100, mediana: 49.00, media: 48.56 e DP: 29.08
Reg 4 - Cid 51: menor: 0, maior: 100, mediana: 51.00, media: 50.00 e DP: 29.77
Reg 4 - Cid 52: menor: 0, maior: 100, mediana: 51.50, media: 50.80 e DP: 28.76
Reg 4 - Cid 53: menor: 0, maior: 100, mediana: 48.00, media: 49.11 e DP: 29.12
Reg 4 - Cid 54: menor: 0, maior: 100, mediana: 50.00, media: 50.09 e DP: 29.25
Reg 4 - Cid 55: menor: 0, maior: 100, mediana: 49.00, media: 49.33 e DP: 28.93
Reg 4 - Cid 56: menor: 0, maior: 100, mediana: 48.00, media: 49.30 e DP: 28.30
Reg 4 - Cid 57: menor: 0, maior: 100, mediana: 49.00, media: 49.81 e DP: 29.46
Reg 4 - Cid 58: menor: 0, maior: 100, mediana: 48.00, media: 49.63 e DP: 29.65
Reg 4 - Cid 59: menor: 0, maior: 100, mediana: 50.00, media: 49.76 e DP: 28.49
Reg 4 - Cid 60: menor: 0, maior: 100, mediana: 50.00, media: 49.45 e DP: 28.35
Reg 4 - Cid 61: menor: 0, maior: 100, mediana: 49.00, media: 48.50 e DP: 28.87
Reg 4 - Cid 62: menor: 0, maior: 100, mediana: 50.00, media: 50.09 e DP: 29.61
Reg 4 - Cid 63: menor: 0, maior: 100, mediana: 47.50, media: 48.83 e DP: 29.25
Reg 4 - Cid 64: menor: 0, maior: 100, mediana: 51.00, media: 51.00 e DP: 29.15
Reg 4 - Cid 65: menor: 0, maior: 100, mediana: 47.00, media: 48.08 e DP: 29.38
Reg 4 - Cid 66: menor: 0, maior: 100, mediana: 48.00, media: 47.86 e DP: 28.13
Reg 4 - Cid 67: menor: 0, maior: 100, mediana: 50.00, media: 50.14 e DP: 28.74
Reg 4 - Cid 68: menor: 0, maior: 100, mediana: 50.00, media: 50.20 e DP: 29.30
Reg 4 - Cid 69: menor: 0, maior: 100, mediana: 49.00, media: 49.95 e DP: 29.47
Reg 4 - Cid 70: menor: 0, maior: 100, mediana: 50.00, media: 50.06 e DP: 29.45
Reg 4 - Cid 71: menor: 0, maior: 100, mediana: 50.00, media: 50.40 e DP: 28.22
Reg 4 - Cid 72: menor: 0, maior: 100, mediana: 49.00, media: 49.81 e DP: 28.02
Reg 4 - Cid 73: menor: 0, maior: 100, mediana: 51.00, media: 50.44 e DP: 29.48
Reg 4 - Cid 74: menor: 0, maior: 100, mediana: 51.50, media: 50.33 e DP: 29.71
Reg 4 - Cid 75: menor: 0, maior: 100, mediana: 49.00, media: 49.92 e DP: 28.51
Reg 4 - Cid 76: menor: 0, maior: 100, mediana: 48.00, media: 50.25 e DP: 29.04
Reg 4 - Cid 77: menor: 0, maior: 100, mediana: 50.00, media: 50.46 e DP: 29.41
Reg 4 - Cid 78: menor: 0, maior: 100, mediana: 49.00, media: 49.92 e DP: 29.18
Reg 4 - Cid 79: menor: 0, maior: 100, mediana: 53.00, media: 51.69 e DP: 29.31
Reg 4 - Cid 80: menor: 0, maior: 100, mediana: 48.00, media: 49.20 e DP: 28.45
Reg 4 - Cid 81: menor: 0, maior: 100, mediana: 49.00, media: 49.84 e DP: 29.14
Reg 4 - Cid 82: menor: 0, maior: 100, mediana: 49.00, media: 48.91 e DP: 28.75
Reg 4 - Cid 83: menor: 0, maior: 100, mediana: 50.00, media: 49.26 e DP: 29.48
Reg 4 - Cid 84: menor: 0, maior: 100, mediana: 49.00, media: 49.93 e DP: 28.66
Reg 4 - Cid 85: menor: 0, maior: 100, mediana: 52.00, media: 50.82 e DP: 28.04
Reg 4 - Cid 86: menor: 0, maior: 100, mediana: 48.00, media: 49.06 e DP: 28.88
Reg 4 - Cid 87: menor: 0, maior: 100, mediana: 50.00, media: 49.64 e DP: 29.47
Reg 4 - Cid 88: menor: 0, maior: 100, mediana: 50.00, media: 49.87 e DP: 29.50
Reg 4 - Cid 89: menor: 0, maior: 100, mediana: 52.00, media: 50.42 e DP: 29.99
Reg 4 - Cid 90: menor: 0, maior: 100, mediana: 49.00, media: 49.55 e DP: 28.91
Reg 4 - Cid 91: menor: 0, maior: 100, mediana: 48.00, media: 49.05 e DP: 29.15
Reg 4 - Cid 92: menor: 0, maior: 100, mediana: 51.50, media: 50.51 e DP: 29.00
Reg 4 - Cid 93: menor: 0, maior: 100, mediana: 48.00, media: 48.85 e DP: 29.18
Reg 4 - Cid 94: menor: 0, maior: 100, mediana: 51.00, media: 50.84 e DP: 29.60
Reg 4 - Cid 95: menor: 0, maior: 100, mediana: 53.00, media: 51.92 e DP: 28.67
Reg 4 - Cid 96: menor: 0, maior: 100, mediana: 52.00, media: 51.48 e DP: 29.00
Reg 4 - Cid 97: menor: 0, maior: 100, mediana: 53.00, media: 50.95 e DP: 28.73
Reg 4 - Cid 98: menor: 0, maior: 100, mediana: 48.00, media: 49.23 e DP: 29.46
Reg 4 - Cid 99: menor: 0, maior: 100, mediana: 50.00, media: 50.54 e DP: 28.44
Reg 4 - Cid 100: menor: 0, maior: 100, mediana: 50.00, media: 49.52 e DP: 28.93
Reg 5 - Cid 0: menor: 0, maior: 100, mediana: 49.00, media: 48.62 e DP: 29.37
Reg 5 - Cid 1: menor: 0, maior: 100, mediana: 49.50, media: 50.16 e DP: 29.28
Reg 5 - Cid 2: menor: 0, maior: 100, mediana: 47.50, media: 49.57 e DP: 28.51
Reg 5 - Cid 3: menor: 0, maior: 100, mediana: 50.00, media: 49.64 e DP: 29.60
Reg 5 - Cid 4: menor: 0, maior: 100, mediana: 51.00, media: 50.63 e DP: 29.37
Reg 5 - Cid 5: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 30.05
Reg 5 - Cid 6: menor: 0, maior: 100, mediana: 48.00, media: 49.10 e DP: 29.23
Reg 5 - Cid 7: menor: 0, maior: 100, mediana: 48.00, media: 49.23 e DP: 29.26
Reg 5 - Cid 8: menor: 0, maior: 100, mediana: 49.00, media: 50.22 e DP: 28.92
Reg 5 - Cid 9: menor: 0, maior: 100, mediana: 48.00, media: 48.81 e DP: 28.63
Reg 5 - Cid 10: menor: 0, maior: 100, mediana: 49.00, media: 49.12 e DP: 29.95
Reg 5 - Cid 11: menor: 0, maior: 100, mediana: 50.00, media: 49.81 e DP: 29.35
Reg 5 - Cid 12: menor: 0, maior: 100, mediana: 51.00, media: 50.31 e DP: 29.05
Reg 5 - Cid 13: menor: 0, maior: 100, mediana: 52.00, media: 50.98 e DP: 29.60
Reg 5 - Cid 14: menor: 0, maior: 100, mediana: 48.00, media: 48.39 e DP: 29.23
Reg 5 - Cid 15: menor: 0, maior: 100, mediana: 51.50, media: 51.08 e DP: 29.02
Reg 5 - Cid 16: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 28.96
Reg 5 - Cid 17: menor: 0, maior: 100, mediana: 52.00, media: 50.15 e DP: 29.26
Reg 5 - Cid 18: menor: 0, maior: 100, mediana: 49.00, media: 50.34 e DP: 29.91
Reg 5 - Cid 19: menor: 0, maior: 100, mediana: 50.00, media: 50.15 e DP: 28.74
Reg 5 - Cid 20: menor: 0, maior: 100, mediana: 50.50, media: 49.31 e DP: 28.94
Reg 5 - Cid 21: menor: 0, maior: 100, mediana: 53.00, media: 51.96 e DP: 29.49
Reg 5 - Cid 22: menor: 0, maior: 100, mediana: 50.00, media: 49.15 e DP: 28.91
Reg 5 - Cid 23: menor: 0, maior: 100, mediana: 50.00, media: 50.47 e DP: 28.18
Reg 5 - Cid 24: menor: 0, maior: 100, mediana: 51.00, media: 50.71 e DP: 28.72
Reg 5 - Cid 25: menor: 0, maior: 100, mediana: 50.00, media: 49.54 e DP: 29.87
Reg 5 - Cid 26: menor: 0, maior: 100, mediana: 48.00, media: 49.37 e DP: 29.12
Reg 5 - Cid 27: menor: 0, maior: 100, mediana: 50.00, media: 49.99 e DP: 29.19
Reg 5 - Cid 28: menor: 0, maior: 100, mediana: 51.00, media: 50.25 e DP: 29.44
Reg 5 - Cid 29: menor: 0, maior: 100, mediana: 52.00, media: 51.77 e DP: 29.53
Reg 5 - Cid 30: menor: 0, maior: 100, mediana: 47.00, media: 48.06 e DP: 28.87
Reg 5 - Cid 31: menor: 0, maior: 100, mediana: 49.50, media: 49.81 e DP: 28.69
Reg 5 - Cid 32: menor: 0, maior: 100, mediana: 48.50, media: 49.18 e DP: 29.55
Reg 5 - Cid 33: menor: 0, maior: 100, mediana: 48.00, media: 49.18 e DP: 29.38
Reg 5 - Cid 34: menor: 0, maior: 100, mediana: 51.00, media: 50.63 e DP: 29.10
Reg 5 - Cid 35: menor: 0, maior: 100, mediana: 53.00, media: 51.05 e DP: 29.45
Reg 5 - Cid 36: menor: 0, maior: 100, mediana: 50.00, media: 50.25 e DP: 29.20
Reg 5 - Cid 37: menor: 0, maior: 100, mediana: 46.00, media: 46.95 e DP: 29.42
Reg 5 - Cid 38: menor: 0, maior: 100, mediana: 49.00, media: 50.07 e DP: 29.66
Reg 5 - Cid 39: menor: 0, maior: 100, mediana: 50.00, media: 48.92 e DP: 28.77
Reg 5 - Cid 40: menor: 0, maior: 100, mediana: 50.00, media: 50.15 e DP: 29.01
Reg 5 - Cid 41: menor: 0, maior: 100, mediana: 49.00, media: 49.66 e DP: 28.95
Reg 5 - Cid 42: menor: 0, maior: 100, mediana: 51.00, media: 50.61 e DP: 29.71
Reg 5 - Cid 43: menor: 0, maior: 100, mediana: 51.00, media: 51.09 e DP: 29.14
Reg 5 - Cid 44: menor: 0, maior: 100, mediana: 49.50, media: 49.90 e DP: 29.19
Reg 5 - Cid 45: menor: 0, maior: 100, mediana: 52.00, media: 50.42 e DP: 28.98
Reg 5 - Cid 46: menor: 0, maior: 100, mediana: 50.00, media: 49.71 e DP: 29.68
Reg 5 - Cid 47: menor: 0, maior: 100, mediana: 51.00, media: 50.74 e DP: 28.97
Reg 5 - Cid 48: menor: 0, maior: 100, mediana: 49.00, media: 49.06 e DP: 28.67
Reg 5 - Cid 49: menor: 0, maior: 100, mediana: 48.50, media: 49.63 e DP: 29.52
Reg 5 - Cid 50: menor: 0, maior: 100, mediana: 51.00, media: 50.88 e DP: 29.11
Reg 5 - Cid 51: menor: 0, maior: 100, mediana: 51.00, media: 50.73 e DP: 28.78
Reg 5 - Cid 52: menor: 0, maior: 100, mediana: 53.00, media: 51.81 e DP: 28.99
